RowID,OrderID,OrderDate,CustomerID,Segment,RegionCode,ProductCode,Quantity,Sales,Discount,Profit
11208,IT-2013-PP1895545-41377,4/13/2021,PP-1895545,Self-Employed,R1192,P000112,2,12,0,6
16528,ES-2013-SC2009545-41391,4/27/2021,SC-2009545,Consumer,R1062,P006893,2,78,0,39
11613,ES-2013-TS2108545-41409,5/15/2021,TS-2108545,Consumer,R1015,P009661,2,28,0,14
11612,ES-2013-TS2108545-41409,5/15/2021,TS-2108545,Consumer,R1015,P010132,5,120,0,60
17992,IT-2013-BF1102045-41418,5/24/2021,BF-1102045,Corporate,R1326,P000631,1,7,0,3.5
12165,ES-2013-AM1036045-41420,5/26/2021,AM-1036045,Corporate,R0997,P001458,5,105,0,52.5
13594,ES-2013-TP2156545-41426,6/1/2021,TP-2156545,Corporate,R1083,P000619,18,234,0,117
14934,ES-2013-BV1124545-41427,6/2/2021,BV-1124545,Corporate,R1072,P000259,7,70,0,35
14698,ES-2013-VM2183545-41433,6/8/2021,VM-2183545,Consumer,R1378,P000550,3,33,0,16.5
13058,ES-2013-Dl1360045-41440,6/15/2021,Dl-1360045,Corporate,R1016,P004509,11,99,0,49.5
10307,ES-2013-LH1715545-41444,6/19/2021,LH-1715545,Consumer,R1017,P000684,1,48,0,24
16068,ES-2013-SB2018545-41447,6/22/2021,SB-2018545,Consumer,R1052,P000410,2,34,0,17
16194,ES-2013-MC1727545-41451,6/26/2021,MC-1727545,Consumer,R1164,P001846,1,192,0,96
16746,IT-2013-GG1465045-41475,7/20/2021,GG-1465045,Corporate,R1015,P000324,15,75,0,37.5
15629,ES-2013-LF1718545-41489,8/3/2021,LF-1718545,Consumer,R1040,P000545,9,171,0,85.5
11138,ES-2013-JH1543045-41492,8/6/2021,JH-1543045,Consumer,R1076,P000417,1,20,0,10
17453,ES-2013-MK1790545-41492,8/6/2021,MK-1790545,Corporate,R1293,P005974,20,520,0,260
20259,ES-2013-AO1081045-41492,8/6/2021,AO-1081045,Corporate,R1252,P000037,11,187,0,93.5
20007,ES-2013-VW2177545-41493,8/7/2021,VW-2177545,Corporate,R1029,P000514,2,14,0,7
17286,ES-2013-DS1303045-41495,8/9/2021,DS-1303045,Self-Employed,R1203,P005102,2,40,0,20
17287,ES-2013-DS1303045-41495,8/9/2021,DS-1303045,Self-Employed,R1203,P002214,2,12,0,6
17388,ES-2013-JK1537045-41496,8/10/2021,JK-1537045,Consumer,R1367,P001187,5,105,0,52.5
10881,ES-2013-BE1133545-41503,8/17/2021,BE-1133545,Self-Employed,R1184,P006172,1,21,0,10.5
15327,ES-2013-TZ2144545-41507,8/21/2021,TZ-2144545,Corporate,R1052,P001269,13,533,0,266.5
14714,ES-2013-JF1541545-41509,8/23/2021,JF-1541545,Consumer,R1379,P000090,2,16,0,8
11373,ES-2013-YS2188045-41509,8/23/2021,YS-2188045,Corporate,R1152,P001918,20,220,0,110
17349,ES-2013-KB1631545-41511,8/25/2021,KB-1631545,Consumer,R0994,P006872,1,41,0,20.5
13666,ES-2013-JH1618045-41511,8/25/2021,JH-1618045,Consumer,R1080,P000309,2,58,0,29
12228,ES-2013-ES1402045-41514,8/28/2021,ES-1402045,Consumer,R1354,P005465,2,32,0,16
19870,ES-2013-JK1520545-41517,8/31/2021,JK-1520545,Consumer,R1043,P004174,7,245,0,122.5
12270,ES-2013-HG1496545-41522,9/5/2021,HG-1496545,Corporate,R1231,P000472,2,40,0,20
14144,ES-2013-TH2110045-41524,9/7/2021,TH-2110045,Consumer,R1041,P000366,2,40,0,20
10689,ES-2013-EK1379545-41527,9/10/2021,EK-1379545,Self-Employed,R1101,P000653,2,342,0,171
16967,ES-2013-EB1411045-41528,9/11/2021,EB-1411045,Consumer,R0999,P000312,3,12,0,6
12453,ES-2013-CS1184545-41529,9/12/2021,CS-1184545,Corporate,R1065,P004807,4,32,0,16
20039,ES-2013-DR1288045-41530,9/13/2021,DR-1288045,Corporate,R1045,P009762,18,126,0.5,0
16479,ES-2013-AA1064545-41536,9/19/2021,AA-1064545,Consumer,R1054,P003437,2,20,0,10
16283,ES-2013-JG1516045-41541,9/24/2021,JG-1516045,Consumer,R1018,P011326,1,20,0,10
14395,ES-2013-TB2125045-41541,9/24/2021,TB-2125045,Consumer,R1019,P001742,5,50,0,25
16285,ES-2013-JG1516045-41541,9/24/2021,JG-1516045,Consumer,R1018,P001196,7,147,0,73.5
19668,ES-2013-SN2071045-41544,9/27/2021,SN-2071045,Self-Employed,R1077,P001350,1,42,0,21
15919,ES-2013-HP1481545-41551,10/4/2021,HP-1481545,Self-Employed,R1152,P003867,2,58,0,29
10808,ES-2013-DK1289545-41557,10/10/2021,DK-1289545,Consumer,R1243,P005181,4,56,0,28
18141,ES-2013-MG1768045-41558,10/11/2021,MG-1768045,Self-Employed,R1350,P003147,2,24,0,12
15582,ES-2013-EB1387045-41562,10/15/2021,EB-1387045,Consumer,R1233,P001438,3,126,0,63
13577,ES-2013-YC2189545-41562,10/15/2021,YC-2189545,Corporate,R1380,P000912,13,117,0,58.5
19296,ES-2013-NS1864045-41564,10/17/2021,NS-1864045,Corporate,R1021,P012042,15,90,0,45
19108,ES-2013-JS1588045-41568,10/21/2021,JS-1588045,Consumer,R1005,P003058,7,147,0,73.5
15622,ES-2013-TW2102545-41572,10/25/2021,TW-2102545,Self-Employed,R1001,P000463,3,21,0,10.5
14686,IT-2013-IG1508545-41586,11/8/2021,IG-1508545,Consumer,R1024,P004790,3,30,0,15
17149,ES-2013-AR1034545-41586,11/8/2021,AR-1034545,Corporate,R1032,P001831,4,100,0,50
14098,ES-2013-TG2164045-41588,11/10/2021,TG-2164045,Consumer,R0994,P000103,6,72,0,36
11562,ES-2013-QJ1925545-41588,11/10/2021,QJ-1925545,Corporate,R1101,P007627,17,153,0,76.5
19424,IT-2013-CD1279045-41592,11/14/2021,CD-1279045,Self-Employed,R1211,P001469,3,27,0,13.5
19423,IT-2013-CD1279045-41592,11/14/2021,CD-1279045,Self-Employed,R1211,P001709,1,7,0,3.5
14736,ES-2013-BC1112545-41594,11/16/2021,BC-1112545,Self-Employed,R1063,P002214,4,24,0,12
12355,ES-2013-MC1813045-41597,11/19/2021,MC-1813045,Corporate,R0995,P004331,2,50,0,25
11078,ES-2013-CD1192045-41609,12/1/2021,CD-1192045,Consumer,R1133,P002622,2,8,0,4
10918,ES-2013-SJ2050045-41609,12/1/2021,SJ-2050045,Consumer,R1016,P000216,9,252,0,126
18078,ES-2013-TC2129545-41611,12/3/2021,TC-2129545,Consumer,R1381,P007603,1,10,0,5
19170,ES-2013-NG1843045-41611,12/3/2021,NG-1843045,Consumer,R1026,P002517,5,30,0,15
13968,ES-2013-AD1018045-41614,12/6/2021,AD-1018045,Self-Employed,R1135,P000910,2,12,0,6
17477,ES-2013-GG1465045-41615,12/7/2021,GG-1465045,Corporate,R1192,P000814,7,140,0,70
17479,ES-2013-GG1465045-41615,12/7/2021,GG-1465045,Corporate,R1192,P000550,14,154,0,77
20125,ES-2013-JB1604545-41615,12/7/2021,JB-1604545,Self-Employed,R1012,P000427,2,54,0,27
17565,ES-2013-PM1894045-41623,12/15/2021,PM-1894045,Consumer,R1092,P002067,2,16,0,8
19251,ES-2013-CD1228045-41626,12/18/2021,CD-1228045,Consumer,R1171,P001957,7,903,0,451.5
13398,ES-2013-MB1808545-41629,12/21/2021,MB-1808545,Consumer,R0993,P012053,2,84,0,42
10791,ES-2013-CD1198045-41633,12/25/2021,CD-1198045,Consumer,R1212,P000111,4,180,0,90
13875,IT-2013-CC1268545-41639,12/31/2021,CC-1268545,Consumer,R1103,P000544,2,56,0.5,0
13701,ES-2013-NP1867045-41639,12/31/2021,NP-1867045,Consumer,R1106,P000206,2,24,0,12
18040,ES-2014-LP1708045-41640,1/1/2022,LP-1708045,Consumer,R1382,P005000,2,84,0,42
17982,ES-2014-AH1069045-41641,1/2/2022,AH-1069045,Corporate,R1070,P002020,15,105,0,52.5
19696,ES-2014-SM2095045-41643,1/4/2022,SM-2095045,Corporate,R1041,P004085,18,126,0,63
15929,ES-2014-DJ1363045-41655,1/16/2022,DJ-1363045,Consumer,R1001,P000396,4,136,0,68
10980,ES-2014-DW1358545-41662,1/23/2022,DW-1358545,Corporate,R1319,P000056,9,45,0,22.5
19511,ES-2014-LD1700545-41671,2/1/2022,LD-1700545,Consumer,R1262,P000626,1,5,0,2.5
19298,ES-2014-CT1199545-41683,2/13/2022,CT-1199545,Consumer,R1145,P002492,3,39,0,19.5
19333,ES-2014-EM1382545-41684,2/14/2022,EM-1382545,Corporate,R1251,P000976,2,14,0,7
17312,ES-2014-AG1039045-41685,2/15/2022,AG-1039045,Consumer,R1103,P004284,5,95,0.5,0
17313,ES-2014-AG1039045-41685,2/15/2022,AG-1039045,Consumer,R1103,P001362,9,306,0.5,0
11831,ES-2014-DB1327045-41689,2/19/2022,DB-1327045,Self-Employed,R1029,P004328,2,30,0,15
16005,ES-2014-IM1507045-41690,2/20/2022,IM-1507045,Consumer,R1108,P005050,3,36,0,18
16004,ES-2014-IM1507045-41690,2/20/2022,IM-1507045,Consumer,R1108,P002492,3,39,0,19.5
18693,ES-2014-CC1243045-41693,2/23/2022,CC-1243045,Self-Employed,R1259,P000136,3,36,0,18
13168,ES-2014-DM1352545-41706,3/8/2022,DM-1352545,Corporate,R1195,P002632,12,468,0,234
15395,ES-2014-JL1583545-41717,3/19/2022,JL-1583545,Consumer,R0994,P000849,7,63,0,31.5
11819,ES-2014-PM1894045-41723,3/25/2022,PM-1894045,Consumer,R1220,P003917,4,524,0,262
13911,ES-2014-EH1399045-41734,4/5/2022,EH-1399045,Consumer,R1190,P004642,6,108,0,54
11298,ES-2014-GP1474045-41745,4/16/2022,GP-1474045,Corporate,R1005,P003078,20,100,0,50
19681,ES-2014-HM1498045-41755,4/26/2022,HM-1498045,Consumer,R1286,P002805,3,45,0,22.5
12330,ES-2014-YC2189545-41768,5/9/2022,YC-2189545,Corporate,R1119,P005544,3,51,0,25.5
18809,ES-2014-AG1039045-41773,5/14/2022,AG-1039045,Consumer,R1152,P000115,2,314,0,157
18807,ES-2014-AG1039045-41773,5/14/2022,AG-1039045,Consumer,R1152,P000253,3,33,0,16.5
13149,ES-2014-AO1081045-41780,5/21/2022,AO-1081045,Corporate,R1039,P001415,16,208,0,104
11270,IT-2014-MZ1751545-41781,5/22/2022,MZ-1751545,Corporate,R1150,P001155,15,360,0,180
12224,IT-2014-MB1808545-41783,5/24/2022,MB-1808545,Consumer,R1055,P006202,1,9,0,4.5
19388,ES-2014-RM1967545-41788,5/29/2022,RM-1967545,Self-Employed,R1077,P003231,1,11,0,5.5
12936,ES-2014-DB1336045-41789,5/30/2022,DB-1336045,Self-Employed,R1315,P000116,1,38,0,19
10330,ES-2014-SC2002045-41790,5/31/2022,SC-2002045,Consumer,R1232,P003801,3,42,0,21
11938,ES-2014-JM1526545-41792,6/2/2022,JM-1526545,Corporate,R1228,P002149,14,98,0,49
12785,ES-2014-BN1151545-41797,6/7/2022,BN-1151545,Consumer,R1056,P001038,3,63,0,31.5
12786,ES-2014-BN1151545-41797,6/7/2022,BN-1151545,Consumer,R1056,P012077,7,56,0,28
18230,ES-2014-DK1315045-41797,6/7/2022,DK-1315045,Corporate,R1038,P001792,4,72,0,36
16800,ES-2014-SV2036545-41798,6/8/2022,SV-2036545,Consumer,R1049,P006660,13,156,0,78
15497,ES-2014-GM1450045-41800,6/10/2022,GM-1450045,Consumer,R1383,P007080,4,240,0,120
19348,ES-2014-NC1834045-41802,6/12/2022,NC-1834045,Consumer,R1316,P000727,3,51,0,25.5
19347,ES-2014-NC1834045-41802,6/12/2022,NC-1834045,Consumer,R1316,P004550,5,50,0,25
17586,ES-2014-JF1535545-41804,6/14/2022,JF-1535545,Consumer,R1080,P004317,4,20,0,10
13782,ES-2014-CC1261045-41818,6/28/2022,CC-1261045,Corporate,R1369,P000779,6,72,0,36
13092,ES-2014-JG1511545-41823,7/3/2022,JG-1511545,Consumer,R1327,P003824,5,130,0,65
18610,ES-2014-HH1501045-41835,7/15/2022,HH-1501045,Corporate,R1101,P000116,15,570,0,285
12730,ES-2014-NC1862545-41839,7/19/2022,NC-1862545,Corporate,R1269,P001299,4,16,0,8
11061,IT-2014-MM1792045-41845,7/25/2022,MM-1792045,Consumer,R1085,P003928,4,140,0,70
18936,ES-2014-RP1939045-41849,7/29/2022,RP-1939045,Consumer,R1101,P000111,1,45,0,22.5
20010,ES-2014-SW2075545-41852,8/1/2022,SW-2075545,Corporate,R1384,P012084,15,180,0,90
11872,ES-2014-PS1897045-41856,8/5/2022,PS-1897045,Self-Employed,R1041,P001045,3,27,0,13.5
13121,ES-2014-TA2138545-41856,8/5/2022,TA-2138545,Self-Employed,R1224,P000200,1,7,0,3.5
16719,ES-2014-MV1819045-41857,8/6/2022,MV-1819045,Consumer,R1340,P012086,2,58,0,29
11339,ES-2014-JS1559545-41857,8/6/2022,JS-1559545,Corporate,R1348,P001301,7,308,0,154
14015,IT-2014-TP2141545-41858,8/7/2022,TP-2141545,Consumer,R1001,P012087,6,36,0,18
13661,ES-2014-LR1703545-41858,8/7/2022,LR-1703545,Corporate,R1133,P001065,7,245,0,122.5
12871,ES-2014-BS1159045-41858,8/7/2022,BS-1159045,Corporate,R1271,P002942,5,175,0,87.5
16868,ES-2014-BP1118545-41858,8/7/2022,BP-1118545,Corporate,R1100,P000138,15,270,0,135
10726,ES-2014-SC2068045-41860,8/9/2022,SC-2068045,Self-Employed,R1140,P003488,2,6,0,3
16644,ES-2014-GM1450045-41865,8/14/2022,GM-1450045,Consumer,R1385,P000195,3,33,0,16.5
15474,ES-2014-JP1552045-41871,8/20/2022,JP-1552045,Consumer,R1042,P001761,3,12,0,6
12611,ES-2014-TS2116045-41871,8/20/2022,TS-2116045,Corporate,R1111,P001180,2,40,0,20
16541,ES-2014-HM1486045-41872,8/21/2022,HM-1486045,Corporate,R1046,P002560,15,120,0,60
10751,ES-2014-BF1100545-41872,8/21/2022,BF-1100545,Self-Employed,R0994,P000194,2,16,0,8
10753,ES-2014-BF1100545-41872,8/21/2022,BF-1100545,Self-Employed,R0994,P000214,2,24,0,12
12267,ES-2014-JF1535545-41877,8/26/2022,JF-1535545,Consumer,R1273,P004807,9,72,0,36
15130,ES-2014-MP1817545-41879,8/28/2022,MP-1817545,Self-Employed,R1084,P002805,1,15,0,7.5
14623,ES-2014-NM1844545-41885,9/3/2022,NM-1844545,Self-Employed,R1032,P011540,3,60,0,30
18452,ES-2014-JF1556545-41886,9/4/2022,JF-1556545,Consumer,R1099,P001412,2,6,0,3
16673,ES-2014-JR1567045-41887,9/5/2022,JR-1567045,Consumer,R1052,P000163,1,8,0,4
19214,ES-2014-JC1534045-41887,9/5/2022,JC-1534045,Consumer,R1114,P001773,3,15,0,7.5
19211,ES-2014-JC1534045-41887,9/5/2022,JC-1534045,Consumer,R1114,P000348,9,36,0,18
20015,ES-2014-KD1627045-41892,9/10/2022,KD-1627045,Consumer,R1048,P012097,3,93,0,46.5
16266,ES-2014-MR1754545-41898,9/16/2022,MR-1754545,Self-Employed,R1115,P002878,1,36,0,18
16766,IT-2014-SC2030545-41902,9/20/2022,SC-2030545,Consumer,R1103,P003738,1,18,0.5,0
16764,IT-2014-SC2030545-41902,9/20/2022,SC-2030545,Consumer,R1103,P000331,4,40,0.5,0
17324,ES-2014-AS1009045-41905,9/23/2022,AS-1009045,Consumer,R1001,P005085,1,18,0,9
17322,ES-2014-AS1009045-41905,9/23/2022,AS-1009045,Consumer,R1001,P006307,5,15,0,7.5
14449,ES-2014-ED1388545-41907,9/25/2022,ED-1388545,Self-Employed,R1175,P000687,2,38,0,19
13813,ES-2014-PM1913545-41909,9/27/2022,PM-1913545,Self-Employed,R1161,P000010,3,42,0,21
16036,ES-2014-NH1861045-41910,9/28/2022,NH-1861045,Corporate,R1050,P000027,4,40,0,20
16032,ES-2014-NH1861045-41910,9/28/2022,NH-1861045,Corporate,R1050,P000114,18,90,0,45
16030,ES-2014-NH1861045-41910,9/28/2022,NH-1861045,Corporate,R1050,P000279,8,248,0,124
17709,ES-2014-BO1142545-41927,10/15/2022,BO-1142545,Consumer,R1001,P001779,5,185,0,92.5
19342,ES-2014-AG1067545-41930,10/18/2022,AG-1067545,Consumer,R1348,P000290,1,13,0,6.5
16754,ES-2014-SW2045545-41935,10/23/2022,SW-2045545,Consumer,R1260,P002389,1,10,0,5
15109,ES-2014-MC1727545-41936,10/24/2022,MC-1727545,Consumer,R1094,P005425,2,6,0,3
16544,ES-2014-RH1949545-41944,11/1/2022,RH-1949545,Consumer,R1284,P001872,3,96,0,48
16543,ES-2014-RH1949545-41944,11/1/2022,RH-1949545,Consumer,R1284,P003801,3,42,0,21
14093,ES-2014-SV2078545-41949,11/6/2022,SV-2078545,Consumer,R1081,P004293,4,124,0,62
18718,ES-2014-JO1514545-41949,11/6/2022,JO-1514545,Corporate,R1184,P003588,4,164,0,82
16639,ES-2014-BM1157545-41952,11/9/2022,BM-1157545,Corporate,R1201,P000573,3,66,0,33
11936,ES-2014-FW1439545-41957,11/14/2022,FW-1439545,Corporate,R1386,P001839,16,288,0,144
14292,ES-2014-ME1801045-41959,11/16/2022,ME-1801045,Corporate,R1246,P001079,11,253,0,126.5
14642,ES-2014-TZ2144545-41959,11/16/2022,TZ-2144545,Corporate,R1377,P003744,15,315,0,157.5
13866,ES-2014-MW1823545-41965,11/22/2022,MW-1823545,Corporate,R1182,P005101,7,77,0,38.5
13862,ES-2014-MW1823545-41965,11/22/2022,MW-1823545,Corporate,R1182,P002613,1,10,0,5
17854,ES-2014-MP1796545-41972,11/29/2022,MP-1796545,Corporate,R1118,P000315,14,196,0,98
16135,ES-2014-CM1244545-41973,11/30/2022,CM-1244545,Consumer,R1001,P000404,2,52,0,26
16137,ES-2014-CM1244545-41973,11/30/2022,CM-1244545,Consumer,R1001,P006202,6,54,0,27
17939,ES-2014-ND1837045-41977,12/4/2022,ND-1837045,Consumer,R1312,P001500,9,288,0,144
12525,ES-2014-PR1888045-41978,12/5/2022,PR-1888045,Consumer,R1029,P000123,2,100,0,50
13286,ES-2014-LM1706545-41980,12/7/2022,LM-1706545,Consumer,R0998,P001727,3,54,0,27
16007,ES-2014-CC1210045-41980,12/7/2022,CC-1210045,Self-Employed,R1001,P001224,4,88,0,44
11974,ES-2014-JK1612045-41983,12/10/2022,JK-1612045,Self-Employed,R1001,P001309,4,52,0,26
18218,ES-2014-CR1262545-41985,12/12/2022,CR-1262545,Self-Employed,R1066,P000116,2,76,0,38
13870,ES-2014-JC1534045-41989,12/16/2022,JC-1534045,Consumer,R1168,P012117,4,48,0,24
16752,ES-2014-SC2068045-41991,12/18/2022,SC-2068045,Self-Employed,R1387,P000645,3,57,0,28.5
10824,ES-2014-EK1379545-41992,12/19/2022,EK-1379545,Self-Employed,R1388,P004131,4,56,0,28
16547,ES-2014-CH1207045-41996,12/23/2022,CH-1207045,Self-Employed,R1126,P003866,4,432,0,216
16549,ES-2014-CH1207045-41996,12/23/2022,CH-1207045,Self-Employed,R1126,P003643,4,108,0,54
17686,ES-2014-MT1807045-41999,12/26/2022,MT-1807045,Self-Employed,R1027,P000811,4,156,0,78
16824,ES-2014-TC2129545-42004,12/31/2022,TC-2129545,Consumer,R1166,P000611,1,10,0,5
11791,ES-2014-NP1870045-42004,12/31/2022,NP-1870045,Consumer,R0994,P011417,8,240,0,120
16821,ES-2014-TC2129545-42004,12/31/2022,TC-2129545,Consumer,R1166,P001893,6,66,0,33
10405,ES-2015-FH1435045-42005,1/1/2023,FH-1435045,Consumer,R1167,P001406,1,13,0,5.2
17666,ES-2015-GP1474045-42005,1/1/2023,GP-1474045,Corporate,R1280,P000518,18,54,0,21.6
17400,ES-2015-CM1216045-42010,1/6/2023,CM-1216045,Consumer,R1236,P006069,2,28,0,11.2
10585,IT-2015-JL1517545-42010,1/6/2023,JL-1517545,Self-Employed,R0997,P000525,3,18,0,7.2
14095,ES-2015-GZ1447045-42017,1/13/2023,GZ-1447045,Consumer,R1001,P002349,3,117,0,46.8
17728,ES-2015-JL1585045-42020,1/16/2023,JL-1585045,Consumer,R1000,P002589,5,245,0,98
10576,ES-2015-JG1580545-42021,1/17/2023,JG-1580545,Corporate,R1095,P001338,19,1596,0,638.4
14790,ES-2015-KM1637545-42029,1/25/2023,KM-1637545,Self-Employed,R1065,P001165,3,81,0,32.4
11292,ES-2015-MV1748545-42052,2/17/2023,MV-1748545,Consumer,R1168,P005703,2,36,0,14.4
14981,ES-2015-AA1037545-42052,2/17/2023,AA-1037545,Consumer,R1192,P001784,8,72,0,28.8
14799,ES-2015-TM2149045-42055,2/20/2023,TM-2149045,Consumer,R1359,P000417,4,80,0,32
20183,ES-2015-JL1513045-42055,2/20/2023,JL-1513045,Consumer,R1037,P000027,6,60,0,24
12951,ES-2015-SR2074045-42056,2/21/2023,SR-2074045,Self-Employed,R1369,P002622,2,8,0,3.2
18154,ES-2015-JP1546045-42059,2/24/2023,JP-1546045,Corporate,R1119,P009933,9,180,0,72
18156,ES-2015-JP1546045-42059,2/24/2023,JP-1546045,Corporate,R1119,P000612,12,492,0,196.8
18710,ES-2015-IM1505545-42063,2/28/2023,IM-1505545,Consumer,R1131,P002138,3,51,0,20.4
14604,ES-2015-SH2039545-42068,3/5/2023,SH-2039545,Consumer,R1001,P001333,7,231,0,92.4
11725,ES-2015-SC2030545-42073,3/10/2023,SC-2030545,Consumer,R1004,P012133,3,96,0,38.4
11507,ES-2015-BK1126045-42082,3/19/2023,BK-1126045,Consumer,R1197,P000716,6,210,0,84
16880,ES-2015-SG2008045-42083,3/20/2023,SG-2008045,Consumer,R1188,P000375,2,16,0,6.4
11259,ES-2015-ME1732045-42084,3/21/2023,ME-1732045,Self-Employed,R1135,P003232,1,44,0,17.6
10616,ES-2015-SM2090545-42090,3/27/2023,SM-2090545,Consumer,R1269,P000345,3,318,0,127.2
12674,ES-2015-CM1219045-42094,3/31/2023,CM-1219045,Consumer,R1043,P000198,4,56,0,22.4
15620,ES-2015-JO1514545-42094,3/31/2023,JO-1514545,Corporate,R1127,P000146,20,460,0,184
15619,ES-2015-JO1514545-42094,3/31/2023,JO-1514545,Corporate,R1127,P011100,9,117,0,46.8
16327,ES-2015-TR2132545-42100,4/6/2023,TR-2132545,Consumer,R1121,P012137,1,13,0,5.2
10570,ES-2015-JW1522045-42101,4/7/2023,JW-1522045,Corporate,R1005,P000788,4,668,0,267.2
11394,ES-2015-RA1988545-42104,4/10/2023,RA-1988545,Corporate,R1033,P002901,1,41,0,16.4
16219,IT-2015-MP1796545-42109,4/15/2023,MP-1796545,Corporate,R1103,P002134,12,144,0.5,-14.4
18646,ES-2015-DC1285045-42111,4/17/2023,DC-1285045,Consumer,R1284,P003561,2,164,0,65.6
14633,ES-2015-MH1802545-42111,4/17/2023,MH-1802545,Consumer,R1071,P001143,14,560,0,224
16471,ES-2015-MP1817545-42122,4/28/2023,MP-1817545,Self-Employed,R1314,P002366,2,12,0,4.8
14446,ES-2015-RD1972045-42126,5/2/2023,RD-1972045,Consumer,R1389,P000431,2,22,0,8.8
12365,ES-2015-CC1255045-42127,5/3/2023,CC-1255045,Consumer,R1201,P002191,7,112,0,44.8
17025,ES-2015-RC1982545-42129,5/5/2023,RC-1982545,Consumer,R1122,P002155,1,35,0,14
12836,ES-2015-TM2149045-42136,5/12/2023,TM-2149045,Consumer,R1001,P000993,2,68,0,27.2
10452,ES-2015-TC2114545-42136,5/12/2023,TC-2114545,Corporate,R1390,P001344,20,480,0,192
14570,ES-2015-KN1645045-42143,5/19/2023,KN-1645045,Corporate,R1103,P000224,12,96,0.5,-9.6
17744,ES-2015-AB1010545-42143,5/19/2023,AB-1010545,Consumer,R1307,P000211,2,14,0,5.6
11882,ES-2015-BK1126045-42144,5/20/2023,BK-1126045,Consumer,R0999,P012145,3,81,0,32.4
18000,ES-2015-KA1652545-42153,5/29/2023,KA-1652545,Consumer,R1121,P006061,2,30,0,12
11231,ES-2015-FG1426045-42153,5/29/2023,FG-1426045,Self-Employed,R1150,P002976,3,75,0,30
14367,ES-2015-MS1798045-42154,5/30/2023,MS-1798045,Corporate,R1203,P001709,3,21,0,8.4
11641,ES-2015-RF1973545-42157,6/2/2023,RF-1973545,Consumer,R1081,P001105,4,28,0,11.2
18384,ES-2015-TG2131045-42158,6/3/2023,TG-2131045,Consumer,R1006,P003065,3,24,0,9.6
18476,ES-2015-LL1684045-42158,6/3/2023,LL-1684045,Consumer,R1255,P000631,7,49,0,19.6
13163,ES-2015-MH1729045-42162,6/7/2023,MH-1729045,Self-Employed,R1001,P002706,4,40,0,16
10416,ES-2015-MO1750045-42164,6/9/2023,MO-1750045,Consumer,R1172,P000875,1,19,0,7.6
10418,ES-2015-MO1750045-42164,6/9/2023,MO-1750045,Consumer,R1172,P000652,3,45,0,18
12492,ES-2015-LW1712545-42165,6/10/2023,LW-1712545,Consumer,R1081,P003507,1,38,0,15.2
11034,ES-2015-MF1766545-42166,6/11/2023,MF-1766545,Corporate,R1101,P012150,10,330,0,132
10697,ES-2015-MJ1774045-42168,6/13/2023,MJ-1774045,Consumer,R0994,P000527,3,9,0,3.6
11030,ES-2015-JW1522045-42172,6/17/2023,JW-1522045,Corporate,R1226,P001503,20,280,0,112
19169,ES-2015-AG1027045-42173,6/18/2023,AG-1027045,Consumer,R1043,P001068,5,175,0,70
11931,ES-2015-CC1247545-42178,6/23/2023,CC-1247545,Consumer,R1001,P003587,2,98,0,39.2
19573,ES-2015-DD1357045-42179,6/24/2023,DD-1357045,Consumer,R1052,P000236,3,60,0,24
19263,ES-2015-JK1532545-42179,6/24/2023,JK-1532545,Corporate,R1206,P001180,3,60,0,24
19264,ES-2015-JK1532545-42179,6/24/2023,JK-1532545,Corporate,R1206,P004759,5,70,0,28
11486,IT-2015-LS1694545-42180,6/25/2023,LS-1694545,Corporate,R0992,P001444,19,1444,0.5,-144.4
12274,ES-2015-KB1640545-42181,6/26/2023,KB-1640545,Self-Employed,R1381,P010036,4,56,0,22.4
12275,ES-2015-KB1640545-42181,6/26/2023,KB-1640545,Self-Employed,R1381,P009391,4,68,0,27.2
10707,ES-2015-CC1237045-42185,6/30/2023,CC-1237045,Consumer,R1189,P003387,3,90,0,36
18707,ES-2015-AC1061545-42185,6/30/2023,AC-1061545,Corporate,R1001,P004779,15,465,0,186
11089,ES-2015-SG2060545-42199,7/14/2023,SG-2060545,Consumer,R1227,P002666,5,40,0,16
11090,ES-2015-SG2060545-42199,7/14/2023,SG-2060545,Consumer,R1227,P000620,7,161,0,64.4
16702,ES-2015-ED1388545-42200,7/15/2023,ED-1388545,Self-Employed,R1012,P000547,3,36,0,14.4
11985,ES-2015-AM1036045-42217,8/1/2023,AM-1036045,Corporate,R1391,P001181,3,78,0,31.2
17525,ES-2015-PB1915045-42218,8/2/2023,PB-1915045,Consumer,R1286,P000188,3,138,0,55.2
16490,ES-2015-AG1033045-42220,8/4/2023,AG-1033045,Consumer,R1150,P001113,4,76,0,30.4
10809,ES-2015-JF1541545-42222,8/6/2023,JF-1541545,Consumer,R1344,P001227,2,24,0,9.6
12097,ES-2015-PC1900045-42227,8/11/2023,PC-1900045,Self-Employed,R1052,P000422,3,33,0,13.2
11377,ES-2015-JW1595545-42228,8/12/2023,JW-1595545,Consumer,R1092,P000251,2,12,0,4.8
16402,ES-2015-CS1240045-42228,8/12/2023,CS-1240045,Self-Employed,R1209,P002573,3,48,0,19.2
16401,ES-2015-CS1240045-42228,8/12/2023,CS-1240045,Self-Employed,R1209,P004251,2,10,0,4
12127,IT-2015-AG1049545-42229,8/13/2023,AG-1049545,Corporate,R1103,P004868,17,221,0.5,-22.1
